5024470,295.3233603,40.17832406,9.950509
5199859,295.2842812,40.32551629,10.137735
5024456,295.3210472,40.18106931,11.079373
5113061,295.3933084,40.29671959,11.089029
5024851,295.3762963,40.15014022,11.140305
5024272,295.2964773,40.19508248,11.260047
5112481,295.3050342,40.2490697,11.29462
5024268,295.2959405,40.18657557,11.306562
5112483,295.3053298,40.21379039,11.405107
5112786,295.3487186,40.20986458,11.510236
5024750,295.3607786,40.19493858,11.813597
5112880,295.3628141,40.20786833,12.243949
5024511,295.3279282,40.19526901,12.264292
5112741,295.3416235,40.20057809,12.423164
5024601,295.3411262,40.19683044,12.473698
5024476,295.3239959,40.15440591,12.517369
5112401,295.2912884,40.26375672,12.572096
5023953,295.2415233,40.13817978,12.598868
5112974,295.3761358,40.25601249,12.64781
5024414,295.3163672,40.18651727,12.655082
5024582,295.3388912,40.1992279,12.679018
5112751,295.3435473,40.20094057,12.689791
5112950,295.3730661,40.20582629,12.714649
5112491,295.30645,40.205706,12.720855
5112730,295.3394748,40.23258997,12.728903
5024583,295.3390033,40.18339468,12.7422905
5024327,295.3060372,40.19892612,12.761136
5112373,295.2857822,40.22497682,12.765602
5111949,295.2091728,40.21969884,12.766635
5112467,295.3032934,40.20664249,12.76676
5112938,295.3714355,40.21780308,12.771467
4937056,295.31798,40.09746874,12.779679
5112387,295.2885954,40.24545321,12.785755
5112288,295.2718296,40.23450045,12.787892
5025153,295.4276721,40.19447987,12.78989
5113041,295.3887756,40.20968479,12.799211
5024967,295.3935107,40.1461334,12.802607
5112734,295.3406771,40.20310193,12.811515
5112948,295.3725793,40.23887589,12.843614
5024404,295.3151678,40.16959584,12.870983
5112744,295.3425999,40.27894829,12.900484
5024297,295.301001,40.19274582,12.906279
5024468,295.3227628,40.18431117,12.906729
5023931,295.237674,40.16855963,12.94972
5024284,295.2988324,40.16311127,12.970525
5024517,295.3288492,40.19471909,13.002941
5111940,295.2068884,40.24202259,13.016399
5024322,295.304907,40.11160692,13.097983
5024512,295.3281634,40.19854129,13.305231
5112840,295.3575892,40.23093591,13.51903
5024312,295.3033965,40.19149881,13.553712
5024405,295.3156124,40.19332382,13.615055
5023845,295.2230838,40.16733086,13.639506
5024454,295.320867,40.1763169,13.642354
5024143,295.2758888,40.18146431,13.744032
5112072,295.2333627,40.22765364,13.754224
5024524,295.3299463,40.15912442,13.780923
5111718,295.1535124,40.25479006,13.807653
5024587,295.3392656,40.16737066,13.863394
5112403,295.2918669,40.21897324,13.900333
5112910,295.3675869,40.21512106,13.994009
5024240,295.2914426,40.15155265,13.996153
5025060,295.4094484,40.1548076,14.139302
5200223,295.3646334,40.31626798,14.155715
5024151,295.2776315,40.17511055,14.169781
5024571,295.3364833,40.15839343,14.241963
5200172,295.3540721,40.33910398,14.279844
5200088,295.3365337,40.33316476,14.280804
5024150,295.277435,40.17210413,14.296972
5024578,295.3383768,40.15631852,14.30219
5024354,295.3095658,40.1699847,14.312918
5024700,295.3539819,40.17922733,14.322436
5023890,295.231689,40.1908697,14.331695
5024773,295.365351,40.15406785,14.339274
5111820,295.1793693,40.25211243,14.339946
5023822,295.219574,40.14510538,14.340527
5024519,295.329039,40.16249514,14.349932
5112705,295.33581,40.20473762,14.364789
5024420,295.3166583,40.18333482,14.365642
5024242,295.2915115,40.12454416,14.372309
5024477,295.3242067,40.17999888,14.376305
5024329,295.3066597,40.15942104,14.37971
5024599,295.3405384,40.13453176,14.381397
5024531,295.331057,40.17390896,14.409524
5024294,295.3006286,40.19015555,14.466779
5024802,295.3692894,40.19936065,14.521178
5024372,295.3117749,40.19758329,14.53213
5111849,295.1859451,40.21445441,14.56224
5023849,295.2243405,40.19758631,14.5688715
5112480,295.3049373,40.20090359,14.573389
5024557,295.3346226,40.16987999,14.573573
5112666,295.3309676,40.20865235,14.5840225
5112104,295.2388513,40.27431092,14.603658
5112523,295.3115152,40.28374231,14.614412
5024173,295.2802859,40.19812025,14.617427
5113357,295.4430955,40.27555384,14.625451
5024287,295.2991254,40.17330484,14.6349325
5112895,295.3655264,40.2200128,14.636676
5024813,295.3718859,40.13321206,14.638365
5112468,295.3035316,40.23309093,14.639995
